company,car_model,year,kms_driven,fuel_type,transmission,owners,service_history,previous_accidents,insurance,price
maruti,dzire,2012.0,23731.0,petrol,manual,2.0,False,True,nan,50000.0
honda,civic,2007.0,80540.0,cng,automatic,3.0,False,True,nan,50000.0
tata,altroz,2000.0,129453.0,diesel,automatic,3.0,False,True,nan,50000.0
nissan,magnite,2001.0,47270.0,petrol,manual,1.0,False,True,comprehensive,50000.0
audi,a4,2005.0,193054.0,diesel,automatic,2.0,True,False,nan,3491041.9
bmw,3 series,2016.0,144588.0,cng,manual,1.0,False,True,third-party,3508311.8
tata,harrier,2009.0,93648.0,petrol,automatic,1.0,True,True,comprehensive,935952.8
audi,q5,2000.0,184431.0,electric,automatic,2.0,True,False,comprehensive,4742335.35
tata,altroz,2006.0,56103.0,diesel,automatic,3.0,True,True,nan,50000.0
mercedes,s-class,2010.0,16721.0,cng,manual,3.0,True,False,nan,9267491.85
bmw,m3,2014.0,21994.0,diesel,automatic,3.0,True,True,third-party,6916700.9
audi,q5,2004.0,108720.0,electric,manual,3.0,False,False,third-party,4983692.0
bmw,3 series,2003.0,143747.0,cng,manual,3.0,True,True,third-party,2848437.95
ford,ecosport,2017.0,190242.0,petrol,manual,2.0,False,True,third-party,321463.7
bmw,m3,2004.0,48332.0,diesel,automatic,1.0,True,False,comprehensive,6542750.2
hyundai,verna,2011.0,63220.0,petrol,manual,3.0,False,True,third-party,140517.0
ford,fiesta,2001.0,17843.0,petrol,automatic,1.0,False,True,nan,50000.0
mercedes,s-class,2021.0,149720.0,cng,automatic,1.0,True,False,third-party,9827542.0
nissan,terrano,2023.0,168685.0,cng,automatic,3.0,False,False,comprehensive,1224697.25
audi,a4,2001.0,181498.0,diesel,manual,2.0,False,True,third-party,3272775.3
hyundai,elantra,2008.0,48772.0,electric,manual,3.0,True,True,third-party,412684.2
toyota,innova,2015.0,52166.0,electric,automatic,3.0,True,True,comprehensive,1112175.1
hyundai,elantra,2004.0,19206.0,petrol,manual,1.0,False,False,comprehensive,327119.1
tata,altroz,2001.0,58414.0,diesel,automatic,1.0,True,False,comprehensive,50000.0
toyota,corolla,2022.0,35029.0,diesel,automatic,2.0,True,False,third-party,1114745.65
ford,fiesta,2010.0,46980.0,electric,automatic,2.0,True,False,third-party,50000.0
honda,jazz,2010.0,110452.0,electric,automatic,1.0,True,True,third-party,50000.0
bmw,m3,2014.0,171436.0,cng,manual,3.0,True,False,third-party,6944284.6
audi,q5,2013.0,109313.0,cng,manual,3.0,True,True,third-party,5353603.05
tata,altroz,2022.0,170626.0,petrol,manual,3.0,True,False,third-party,444406.1
bmw,x5,2002.0,168478.0,diesel,automatic,3.0,True,False,comprehensive,6894728.3
bmw,x5,2021.0,141746.0,electric,manual,2.0,False,True,comprehensive,7728738.1
maruti,swift,2001.0,78964.0,diesel,automatic,3.0,False,True,third-party,50000.0
audi,a4,2021.0,167391.0,petrol,automatic,3.0,False,False,third-party,4324891.35
toyota,corolla,2004.0,165816.0,electric,manual,1.0,True,True,comprehensive,175127.6
bmw,3 series,2012.0,99499.0,diesel,manual,1.0,True,True,third-party,3335075.15
honda,jazz,2007.0,6343.0,diesel,manual,3.0,False,True,comprehensive,50000.0
audi,a6,2008.0,59596.0,cng,automatic,3.0,False,False,third-party,4641060.6
ford,endeavour,2002.0,180352.0,cng,manual,3.0,False,False,nan,1822947.2
audi,a6,2007.0,54630.0,cng,automatic,3.0,True,True,nan,4561805.5
toyota,corolla,2024.0,106459.0,electric,manual,3.0,False,False,third-party,1184031.15
hyundai,elantra,2001.0,104001.0,cng,automatic,2.0,False,False,comprehensive,84399.85
maruti,vitara brezza,2021.0,163464.0,electric,automatic,2.0,True,False,comprehensive,595480.4
bmw,x5,2006.0,181355.0,diesel,automatic,2.0,True,True,comprehensive,7042796.75
tata,altroz,2020.0,109954.0,petrol,manual,2.0,False,False,comprehensive,383506.9
mercedes,s-class,2002.0,79745.0,cng,automatic,3.0,False,False,comprehensive,8838038.25
nissan,kicks,2019.0,104523.0,cng,automatic,2.0,True,True,third-party,854321.55
audi,a4,2002.0,37862.0,petrol,automatic,1.0,False,True,third-party,3324320.7
audi,q5,2019.0,18547.0,petrol,manual,1.0,False,True,comprehensive,5677217.95
tata,harrier,2019.0,156435.0,petrol,automatic,3.0,True,True,nan,1346534.75
toyota,fortuner,2011.0,135097.0,electric,automatic,2.0,True,True,nan,2799735.45
ford,ecosport,2023.0,103766.0,electric,automatic,3.0,True,True,nan,654435.1
hyundai,creta,2002.0,184139.0,electric,manual,3.0,False,False,third-party,372379.15
tata,altroz,2022.0,77633.0,petrol,manual,2.0,False,True,third-party,438355.05
toyota,innova,2015.0,55981.0,electric,manual,3.0,False,False,comprehensive,1091602.85
bmw,x5,2005.0,127914.0,diesel,manual,2.0,False,True,nan,6930812.9
honda,city,2007.0,138903.0,cng,automatic,3.0,True,False,nan,99164.55
ford,fiesta,2020.0,159131.0,cng,automatic,1.0,True,True,comprehensive,326130.35
audi,q5,2013.0,19013.0,diesel,manual,3.0,True,False,third-party,5417148.05
maruti,dzire,2013.0,188964.0,diesel,automatic,2.0,True,True,third-party,50000.0
tata,harrier,2013.0,191165.0,electric,automatic,1.0,False,False,comprehensive,1101325.25
tata,altroz,2021.0,172438.0,electric,manual,3.0,True,False,comprehensive,394134.3
toyota,fortuner,2011.0,187596.0,electric,manual,2.0,True,False,comprehensive,2791860.6
ford,endeavour,2024.0,95246.0,cng,automatic,1.0,False,True,third-party,2915713.1
tata,nexon,2015.0,116900.0,electric,manual,3.0,True,True,nan,352465.0
mercedes,c-class,2014.0,27587.0,diesel,automatic,1.0,True,False,comprehensive,4545861.95
maruti,dzire,2015.0,53672.0,petrol,manual,2.0,False,True,nan,91949.2
audi,q5,2020.0,172748.0,petrol,automatic,2.0,True,False,comprehensive,5744087.8
maruti,swift,2019.0,189676.0,electric,automatic,3.0,True,False,comprehensive,341548.6
toyota,fortuner,2019.0,68406.0,electric,automatic,2.0,False,False,third-party,3239739.1
honda,city,2004.0,152835.0,petrol,automatic,2.0,False,False,third-party,50000.0
tata,altroz,2000.0,130456.0,cng,automatic,3.0,False,True,third-party,50000.0
audi,q5,2011.0,26871.0,cng,manual,1.0,True,True,third-party,5295969.35
bmw,x5,2006.0,30807.0,petrol,automatic,3.0,True,False,comprehensive,7115378.95
bmw,x5,2023.0,10995.0,petrol,automatic,1.0,True,False,comprehensive,7998350.75
toyota,corolla,2023.0,39345.0,diesel,manual,2.0,True,False,nan,1114098.25
hyundai,elantra,2020.0,33189.0,petrol,manual,2.0,False,False,third-party,1095021.65
ford,endeavour,2022.0,87215.0,diesel,manual,1.0,True,True,comprehensive,2836917.75
bmw,m3,2021.0,130590.0,petrol,automatic,3.0,True,True,comprehensive,7300411.5
hyundai,verna,2015.0,180717.0,electric,automatic,1.0,True,False,nan,472892.45
bmw,x5,2014.0,71103.0,diesel,manual,3.0,False,True,third-party,7389334.55
hyundai,creta,2018.0,14317.0,electric,automatic,2.0,True,True,comprehensive,1167852.45
maruti,swift,2003.0,44171.0,cng,automatic,2.0,True,True,comprehensive,50000.0
mercedes,s-class,2019.0,73846.0,diesel,automatic,1.0,True,True,third-party,9738923.1
bmw,x5,2020.0,106087.0,diesel,automatic,3.0,False,True,nan,7734086.95
ford,fiesta,2009.0,46596.0,cng,automatic,3.0,True,True,comprehensive,50000.0
nissan,magnite,2002.0,188211.0,petrol,manual,1.0,False,True,third-party,50000.0
honda,civic,2021.0,46017.0,cng,manual,1.0,False,False,nan,523097.45
mercedes,e-class,2014.0,176604.0,petrol,automatic,3.0,False,False,comprehensive,5923509.4
tata,altroz,2015.0,114996.0,electric,automatic,3.0,True,True,nan,52750.600000000006
bmw,x5,2019.0,68129.0,petrol,automatic,3.0,False,True,third-party,7689780.65
hyundai,elantra,2020.0,96639.0,diesel,automatic,3.0,False,True,nan,1035504.15
hyundai,elantra,2005.0,33112.0,petrol,manual,1.0,True,True,third-party,295033.2
mercedes,c-class,2015.0,37633.0,cng,manual,3.0,False,False,third-party,4544355.05
nissan,terrano,2005.0,176077.0,diesel,manual,3.0,False,True,comprehensive,223588.45
maruti,swift,2004.0,134830.0,diesel,automatic,1.0,False,True,nan,50000.0
toyota,innova,2010.0,108548.0,petrol,automatic,3.0,False,True,nan,783717.8
bmw,3 series,2004.0,95201.0,petrol,manual,1.0,True,True,third-party,2985719.85
maruti,swift,2019.0,159987.0,electric,automatic,3.0,True,False,third-party,296001.95
hyundai,verna,2007.0,37735.0,electric,automatic,2.0,False,False,third-party,50000.0
tata,altroz,2023.0,151756.0,diesel,automatic,1.0,True,False,comprehensive,527236.6
honda,city,2023.0,34549.0,petrol,automatic,2.0,True,False,third-party,914817.65
ford,fiesta,2017.0,77880.0,electric,automatic,1.0,False,True,third-party,218318.0
bmw,x5,2001.0,47875.0,diesel,manual,2.0,False,True,comprehensive,6792818.75
tata,nexon,2018.0,173977.0,petrol,automatic,2.0,False,False,comprehensive,523903.45
honda,jazz,2004.0,193910.0,diesel,manual,2.0,False,False,third-party,50000.0
bmw,m3,2010.0,183581.0,petrol,automatic,1.0,False,False,third-party,6802462.85
nissan,kicks,2024.0,59091.0,diesel,automatic,1.0,True,True,nan,1191136.35
ford,fiesta,2005.0,123281.0,cng,manual,3.0,True,False,nan,50000.0
toyota,fortuner,2013.0,14142.0,cng,automatic,2.0,False,True,nan,2897878.7
bmw,m3,2003.0,125783.0,diesel,manual,2.0,True,False,nan,6401132.55
nissan,terrano,2015.0,119382.0,diesel,automatic,2.0,False,False,nan,832092.7
bmw,m3,2024.0,152818.0,petrol,automatic,3.0,False,True,third-party,7427077.3
maruti,dzire,2022.0,31251.0,electric,manual,1.0,False,False,third-party,525312.35
maruti,dzire,2022.0,20996.0,electric,manual,2.0,False,True,third-party,496850.6
ford,endeavour,2019.0,172913.0,cng,manual,3.0,True,False,nan,2744063.05
audi,q5,2016.0,13427.0,electric,manual,3.0,True,True,third-party,5517985.95
bmw,m3,2008.0,75637.0,diesel,manual,1.0,True,True,nan,6688654.45
honda,jazz,2003.0,149581.0,diesel,automatic,3.0,False,True,nan,50000.0
maruti,dzire,2023.0,31967.0,petrol,automatic,2.0,False,True,nan,545204.95
honda,jazz,2018.0,163236.0,cng,manual,3.0,True,False,nan,445514.6
maruti,vitara brezza,2002.0,130592.0,diesel,automatic,2.0,True,False,third-party,50000.0
audi,a4,2013.0,28533.0,cng,manual,1.0,False,True,nan,3925720.05
audi,a4,2002.0,191142.0,petrol,manual,1.0,True,False,nan,3371328.7
mercedes,e-class,2007.0,101543.0,petrol,manual,3.0,True,False,nan,5604768.55
mercedes,c-class,2018.0,90098.0,diesel,automatic,1.0,False,True,nan,4616485.3
toyota,innova,2014.0,13342.0,cng,automatic,3.0,False,False,third-party,1047998.7
maruti,vitara brezza,2005.0,11614.0,diesel,automatic,3.0,True,True,third-party,50000.0
audi,q5,2013.0,178178.0,diesel,automatic,3.0,False,True,nan,5323273.3
toyota,fortuner,2011.0,75784.0,diesel,automatic,2.0,False,False,nan,2838632.4
ford,fiesta,2009.0,172309.0,petrol,automatic,1.0,False,False,third-party,50000.0
ford,endeavour,2007.0,79717.0,petrol,automatic,2.0,True,True,nan,2108042.45
bmw,x5,2012.0,64608.0,petrol,manual,1.0,False,True,nan,7370308.8
ford,ecosport,2007.0,25939.0,diesel,automatic,1.0,False,True,comprehensive,50000.0
mercedes,s-class,2024.0,98708.0,cng,automatic,2.0,True,False,comprehensive,9955193.8
tata,harrier,2010.0,13510.0,diesel,manual,3.0,True,True,third-party,917973.5
ford,fiesta,2012.0,165565.0,diesel,automatic,2.0,False,True,comprehensive,50000.0
mercedes,c-class,2003.0,21153.0,diesel,automatic,3.0,False,False,third-party,3896827.05
maruti,vitara brezza,2016.0,109550.0,diesel,manual,3.0,True,False,nan,353567.5
honda,civic,2022.0,118987.0,electric,manual,3.0,True,False,comprehensive,552151.95
maruti,swift,2002.0,5700.0,cng,automatic,2.0,True,False,nan,50000.0
tata,harrier,2008.0,142629.0,petrol,automatic,2.0,False,False,third-party,828605.65
audi,q5,2023.0,104920.0,diesel,automatic,2.0,False,False,comprehensive,5884262.0
tata,altroz,2000.0,127924.0,diesel,automatic,2.0,True,True,comprehensive,50000.0
maruti,vitara brezza,2017.0,169867.0,petrol,automatic,2.0,False,False,nan,374519.95
maruti,vitara brezza,2020.0,71921.0,cng,manual,3.0,False,False,nan,589211.85
toyota,corolla,2011.0,155849.0,petrol,automatic,2.0,False,False,nan,476622.65
ford,ecosport,2014.0,170814.0,diesel,automatic,3.0,True,False,nan,244377.9
mercedes,c-class,2005.0,34995.0,cng,manual,1.0,False,False,comprehensive,4074750.75
toyota,fortuner,2016.0,89405.0,cng,automatic,2.0,False,False,comprehensive,3036589.25
tata,altroz,2013.0,65175.0,cng,automatic,1.0,False,False,nan,50000.0
honda,civic,2007.0,146748.0,electric,automatic,1.0,False,False,third-party,50000.0
hyundai,creta,2008.0,58312.0,cng,manual,3.0,False,False,third-party,641253.2
hyundai,elantra,2014.0,94452.0,cng,automatic,1.0,True,False,third-party,785832.2
honda,jazz,2006.0,15502.0,cng,manual,1.0,False,True,comprehensive,50000.0
mercedes,s-class,2014.0,71180.0,cng,manual,2.0,False,True,nan,9389323.0
maruti,vitara brezza,2023.0,146214.0,petrol,manual,2.0,True,True,comprehensive,648067.9
mercedes,s-class,2020.0,124474.0,diesel,manual,3.0,True,True,comprehensive,9701328.9
tata,harrier,2019.0,44735.0,electric,automatic,3.0,True,False,nan,1413289.75
ford,endeavour,2008.0,121284.0,petrol,automatic,1.0,True,True,comprehensive,2181807.4
nissan,kicks,2021.0,109309.0,petrol,manual,1.0,False,False,nan,1063603.65
hyundai,elantra,2021.0,70357.0,electric,manual,3.0,True,True,comprehensive,1059446.45
honda,civic,2020.0,189133.0,electric,automatic,3.0,True,True,comprehensive,441630.05
audi,a4,2000.0,97643.0,electric,automatic,2.0,True,True,comprehensive,3255353.55
nissan,kicks,2007.0,20270.0,electric,automatic,3.0,True,False,comprehensive,366959.5
mercedes,s-class,2015.0,32593.0,cng,manual,1.0,True,True,third-party,9545111.05
nissan,terrano,2000.0,150044.0,cng,manual,3.0,False,True,third-party,50000.0
tata,nexon,2010.0,109937.0,electric,manual,1.0,True,True,comprehensive,183509.45
bmw,3 series,2002.0,76681.0,diesel,manual,2.0,True,True,comprehensive,2808497.85
tata,nexon,2008.0,153116.0,cng,automatic,3.0,True,False,nan,97032.6
mercedes,e-class,2016.0,140030.0,petrol,automatic,2.0,False,False,third-party,6078995.5
tata,nexon,2012.0,24133.0,electric,manual,2.0,False,True,comprehensive,196380.05
toyota,fortuner,2005.0,72475.0,petrol,manual,2.0,True,False,third-party,2559128.75
nissan,terrano,2000.0,121964.0,petrol,manual,2.0,True,False,third-party,101705.4
nissan,kicks,2022.0,27170.0,cng,automatic,2.0,True,True,comprehensive,1065924.5
maruti,swift,2009.0,53872.0,petrol,manual,1.0,True,False,third-party,50000.0
maruti,swift,2001.0,23591.0,cng,manual,3.0,True,False,third-party,50000.0
bmw,x5,2018.0,65607.0,petrol,manual,1.0,False,False,third-party,7720158.95
toyota,fortuner,2019.0,150093.0,electric,automatic,2.0,True,False,nan,3197486.05
audi,q5,2024.0,80346.0,electric,manual,2.0,True,False,nan,6000000.0
toyota,fortuner,2024.0,52914.0,diesel,manual,1.0,True,False,nan,3492062.9
ford,ecosport,2023.0,182433.0,electric,automatic,2.0,False,False,comprehensive,722635.05
nissan,kicks,2016.0,34375.0,electric,automatic,3.0,False,True,nan,744843.75
audi,q5,2022.0,74316.0,petrol,manual,2.0,False,True,comprehensive,5788852.6
audi,a4,2013.0,42986.0,petrol,manual,3.0,True,True,third-party,3863552.1
toyota,fortuner,2022.0,28092.0,cng,manual,1.0,True,False,comprehensive,3445786.2
tata,harrier,2004.0,114404.0,petrol,automatic,3.0,True,False,third-party,652839.4
mercedes,e-class,2007.0,116414.0,cng,manual,2.0,True,False,third-party,5652537.9
toyota,corolla,2010.0,179199.0,cng,automatic,2.0,False,True,third-party,373120.15
toyota,innova,2005.0,127138.0,cng,automatic,1.0,False,True,nan,560929.3
tata,altroz,2023.0,157275.0,petrol,automatic,2.0,True,False,comprehensive,546408.75
audi,q5,2012.0,69908.0,petrol,manual,2.0,False,True,comprehensive,5289513.8
maruti,vitara brezza,2018.0,116194.0,diesel,automatic,1.0,False,True,nan,462570.9
maruti,dzire,2010.0,27194.0,electric,manual,1.0,True,False,comprehensive,50000.0
tata,altroz,2021.0,154353.0,electric,automatic,1.0,True,False,nan,426847.05
toyota,fortuner,2024.0,197790.0,petrol,manual,1.0,True,True,third-party,3420331.5
toyota,corolla,2012.0,166785.0,electric,manual,2.0,True,False,comprehensive,544982.25
hyundai,creta,2000.0,160145.0,electric,manual,1.0,True,True,third-party,275978.25
bmw,x5,2000.0,170226.0,electric,manual,3.0,False,False,nan,6774466.1
tata,nexon,2006.0,35905.0,electric,automatic,2.0,False,True,nan,50000.0
bmw,x5,2019.0,159023.0,cng,manual,2.0,True,True,third-party,7646146.55
hyundai,creta,2012.0,86433.0,petrol,manual,3.0,True,True,nan,857035.05
ford,endeavour,2004.0,162399.0,diesel,manual,2.0,False,True,third-party,1875640.15
hyundai,elantra,2015.0,89124.0,petrol,automatic,1.0,True,True,comprehensive,836631.4
honda,jazz,2019.0,12063.0,diesel,automatic,1.0,False,False,third-party,478190.55
ford,ecosport,2011.0,60699.0,cng,manual,1.0,False,True,nan,120895.15
ford,fiesta,2018.0,13404.0,petrol,manual,1.0,False,False,nan,277989.4
ford,fiesta,2000.0,186312.0,electric,manual,3.0,True,False,third-party,50000.0
honda,civic,2012.0,74767.0,electric,manual,1.0,True,False,comprehensive,88784.95
toyota,innova,2015.0,120722.0,petrol,automatic,2.0,True,True,nan,1051891.7
mercedes,c-class,2008.0,41797.0,petrol,automatic,3.0,False,False,nan,4193730.45
bmw,m3,2016.0,138823.0,electric,manual,2.0,False,False,nan,7029176.55
maruti,dzire,2012.0,152215.0,cng,manual,1.0,False,False,nan,50000.0
hyundai,creta,2009.0,11761.0,diesel,automatic,2.0,False,True,third-party,648235.85
maruti,dzire,2023.0,77875.0,electric,automatic,2.0,False,True,nan,488318.75
audi,q5,2004.0,60849.0,diesel,manual,1.0,True,True,third-party,4940872.65
tata,nexon,2014.0,137223.0,petrol,manual,3.0,False,True,third-party,279416.55
toyota,innova,2000.0,65811.0,electric,manual,1.0,False,True,nan,320128.35
hyundai,elantra,2001.0,171876.0,cng,automatic,1.0,False,False,comprehensive,104218.6
bmw,m3,2009.0,97777.0,diesel,manual,3.0,False,False,nan,6735333.45
bmw,m3,2019.0,143359.0,cng,manual,1.0,True,True,nan,7228496.15
maruti,vitara brezza,2011.0,187762.0,electric,manual,2.0,True,False,nan,141835.7
honda,jazz,2024.0,139019.0,petrol,automatic,3.0,False,False,comprehensive,679147.15
tata,harrier,2011.0,151509.0,cng,automatic,1.0,True,True,nan,977273.65
bmw,x5,2007.0,19811.0,diesel,manual,2.0,False,False,third-party,7147028.35
hyundai,creta,2020.0,133440.0,diesel,automatic,3.0,True,True,comprehensive,1199984.0
mercedes,c-class,2007.0,153412.0,petrol,automatic,3.0,True,False,nan,4096988.2
ford,ecosport,2007.0,76207.0,diesel,manual,2.0,False,True,comprehensive,50000.0
nissan,terrano,2008.0,180942.0,cng,manual,3.0,False,True,comprehensive,422858.7
nissan,kicks,2014.0,49010.0,electric,automatic,2.0,True,False,comprehensive,712648.5
tata,nexon,2011.0,105121.0,electric,manual,1.0,True,False,third-party,234231.85
hyundai,elantra,2013.0,144772.0,cng,manual,2.0,False,False,comprehensive,728284.2
toyota,corolla,2012.0,122011.0,cng,manual,3.0,True,False,comprehensive,601698.35
honda,city,2010.0,23464.0,petrol,manual,3.0,False,True,nan,196480.4
bmw,x5,2005.0,176068.0,cng,manual,3.0,False,True,comprehensive,6973589.8
bmw,x5,2009.0,141288.0,cng,automatic,1.0,False,False,comprehensive,7208806.8
honda,civic,2020.0,83419.0,electric,automatic,1.0,True,False,nan,487487.15
honda,civic,2007.0,13300.0,electric,automatic,3.0,True,False,third-party,50000.0
mercedes,c-class,2001.0,65832.0,electric,manual,1.0,False,True,nan,3820125.2
bmw,x5,2019.0,46880.0,petrol,automatic,3.0,False,False,comprehensive,7742968.0
honda,civic,2015.0,117320.0,diesel,manual,1.0,False,True,comprehensive,212402.0
mercedes,e-class,2010.0,136550.0,electric,automatic,1.0,True,True,comprehensive,5729517.5
bmw,3 series,2009.0,100146.0,electric,automatic,1.0,True,False,nan,3234978.1
toyota,corolla,2023.0,82155.0,electric,automatic,3.0,False,False,third-party,1087676.75
ford,ecosport,2020.0,21856.0,cng,automatic,3.0,False,True,nan,496721.6
bmw,3 series,2014.0,5622.0,electric,manual,3.0,False,True,comprehensive,3399156.7
toyota,corolla,2004.0,85097.0,diesel,manual,2.0,True,False,third-party,207235.45
nissan,magnite,2016.0,198162.0,cng,manual,1.0,False,False,comprehensive,150275.7
audi,a6,2012.0,30529.0,cng,automatic,2.0,False,False,nan,4845420.65
hyundai,verna,2016.0,193066.0,electric,manual,1.0,False,True,nan,401040.1
hyundai,elantra,2013.0,14918.0,diesel,manual,1.0,False,False,third-party,777762.3
honda,city,2014.0,43108.0,electric,automatic,1.0,True,True,comprehensive,493533.8
nissan,magnite,2014.0,181461.0,electric,automatic,3.0,True,False,nan,50000.0
tata,altroz,2016.0,136390.0,electric,automatic,3.0,True,True,nan,149541.5
toyota,fortuner,2011.0,154210.0,petrol,automatic,2.0,False,True,third-party,2726868.5
hyundai,elantra,2023.0,174915.0,diesel,manual,1.0,False,False,third-party,1203762.75
maruti,dzire,2017.0,95535.0,diesel,manual,2.0,True,True,third-party,205669.75
bmw,x5,2014.0,160602.0,cng,automatic,3.0,True,False,nan,7445909.7
maruti,dzire,2001.0,36532.0,cng,manual,2.0,True,False,nan,50000.0
bmw,m3,2010.0,27613.0,cng,manual,3.0,False,True,comprehensive,6695858.05
tata,harrier,2000.0,179844.0,electric,manual,2.0,False,False,comprehensive,423023.4
ford,endeavour,2016.0,69131.0,electric,manual,2.0,False,False,third-party,2539630.35
hyundai,creta,2014.0,143212.0,electric,manual,2.0,False,False,comprehensive,978518.2
mercedes,s-class,2021.0,121523.0,petrol,manual,1.0,False,True,comprehensive,9761771.55
ford,endeavour,2013.0,178675.0,electric,automatic,2.0,True,False,comprehensive,2443198.75
ford,endeavour,2010.0,106261.0,electric,manual,1.0,True,True,nan,2234060.85
mercedes,s-class,2004.0,169733.0,electric,automatic,3.0,False,True,comprehensive,8924540.05
bmw,m3,2000.0,76156.0,petrol,manual,3.0,True,False,comprehensive,6258576.6
honda,civic,2022.0,28504.0,cng,automatic,2.0,False,False,comprehensive,545724.4
honda,city,2013.0,61397.0,cng,manual,3.0,True,True,comprehensive,360790.45
ford,fiesta,2014.0,171853.0,petrol,automatic,2.0,True,False,comprehensive,50000.0
audi,q5,2014.0,110788.0,cng,manual,1.0,True,False,nan,5533381.8
mercedes,c-class,2011.0,148934.0,electric,automatic,1.0,True,False,nan,4327659.9
hyundai,verna,2006.0,166603.0,petrol,manual,3.0,False,True,third-party,50000.0
hyundai,creta,2013.0,170516.0,cng,automatic,2.0,False,True,third-party,824422.6
maruti,swift,2024.0,8298.0,electric,manual,2.0,True,True,third-party,568755.3
toyota,corolla,2008.0,115682.0,diesel,manual,1.0,False,True,third-party,362647.7
ford,fiesta,2008.0,89133.0,petrol,manual,2.0,True,True,comprehensive,50000.0
ford,ecosport,2007.0,196788.0,petrol,manual,2.0,False,True,nan,50000.0
honda,civic,2000.0,139758.0,diesel,automatic,2.0,True,True,third-party,50000.0
bmw,m3,2014.0,151844.0,diesel,manual,1.0,True,True,nan,6977223.4
hyundai,verna,2004.0,6956.0,cng,automatic,1.0,True,True,third-party,50000.0
mercedes,e-class,2015.0,180473.0,cng,manual,3.0,True,False,third-party,5992929.05
hyundai,verna,2002.0,127233.0,electric,manual,2.0,True,False,nan,50000.0
hyundai,elantra,2003.0,181252.0,electric,automatic,2.0,False,False,comprehensive,222812.2
ford,endeavour,2012.0,27779.0,diesel,manual,3.0,False,True,comprehensive,2345833.15
ford,fiesta,2011.0,42732.0,petrol,manual,3.0,False,False,comprehensive,50000.0
nissan,magnite,2017.0,40008.0,diesel,automatic,3.0,True,True,third-party,163998.8
bmw,x5,2002.0,17104.0,electric,manual,2.0,True,True,comprehensive,6817434.4
bmw,x5,2007.0,90485.0,diesel,manual,1.0,True,True,third-party,7086427.25
hyundai,elantra,2002.0,175788.0,petrol,automatic,2.0,True,False,nan,193631.8
honda,jazz,2005.0,125575.0,petrol,manual,3.0,True,False,nan,50000.0
audi,a4,2016.0,9837.0,diesel,manual,3.0,False,True,third-party,3998524.45
toyota,corolla,2016.0,166838.0,diesel,manual,2.0,False,False,nan,724974.3
hyundai,verna,2021.0,151856.0,diesel,automatic,2.0,False,False,nan,677221.6
bmw,x5,2016.0,84421.0,cng,manual,1.0,True,False,third-party,7587336.85
honda,civic,2007.0,107494.0,petrol,manual,1.0,True,False,nan,50000.0
audi,a6,2001.0,184956.0,electric,manual,3.0,True,True,nan,4242256.6
honda,civic,2019.0,29585.0,cng,automatic,1.0,False,False,comprehensive,475562.25
honda,civic,2024.0,109763.0,cng,automatic,1.0,False,True,comprehensive,613535.55
mercedes,s-class,2001.0,58294.0,diesel,manual,2.0,True,False,comprehensive,8861255.9
tata,altroz,2022.0,15095.0,petrol,manual,3.0,False,True,nan,397735.75
toyota,fortuner,2015.0,66128.0,cng,automatic,3.0,False,False,nan,2990080.8
hyundai,verna,2008.0,163086.0,diesel,automatic,1.0,False,True,nan,55537.100000000006
audi,q5,2020.0,43616.0,petrol,manual,3.0,False,True,comprehensive,5743457.6
maruti,vitara brezza,2016.0,128514.0,diesel,automatic,3.0,True,True,comprehensive,300722.9
tata,nexon,2024.0,151280.0,electric,automatic,1.0,False,True,comprehensive,807308.0
hyundai,creta,2022.0,199997.0,electric,manual,2.0,True,False,comprehensive,1390000.45
maruti,vitara brezza,2013.0,162386.0,electric,manual,3.0,True,True,nan,195642.1
honda,city,2018.0,179982.0,diesel,manual,1.0,False,False,nan,703002.7
maruti,vitara brezza,2013.0,105588.0,petrol,manual,1.0,False,False,comprehensive,264161.8
nissan,terrano,2022.0,134786.0,diesel,automatic,3.0,True,False,nan,1149782.1
honda,city,2008.0,50162.0,petrol,automatic,3.0,False,True,nan,142475.7
ford,fiesta,2000.0,67133.0,diesel,automatic,1.0,False,True,nan,50000.0
audi,a6,2020.0,70606.0,petrol,automatic,3.0,True,False,comprehensive,5259409.1
audi,a6,2013.0,50198.0,petrol,manual,3.0,False,False,comprehensive,4892470.3
hyundai,verna,2005.0,70588.0,electric,manual,1.0,True,True,comprehensive,50000.0
bmw,x5,2022.0,38040.0,cng,automatic,2.0,True,True,nan,7814294.0
ford,endeavour,2019.0,85885.0,electric,manual,3.0,False,True,third-party,2687117.25
toyota,corolla,2016.0,7038.0,cng,automatic,2.0,False,True,comprehensive,748944.3
mercedes,s-class,2015.0,5737.0,cng,automatic,1.0,True,False,nan,9549139.45
ford,ecosport,2022.0,67816.0,electric,manual,3.0,True,False,nan,659827.6
toyota,innova,2012.0,49921.0,cng,manual,3.0,True,True,third-party,912511.85
nissan,kicks,2005.0,165039.0,petrol,manual,3.0,True,False,third-party,195244.15
honda,city,2007.0,182400.0,diesel,manual,3.0,False,True,third-party,72640.0
nissan,kicks,2005.0,29268.0,diesel,automatic,2.0,False,False,third-party,195609.8
audi,a6,2005.0,71804.0,diesel,manual,2.0,False,False,comprehensive,4539229.4
audi,a6,2007.0,69998.0,petrol,manual,1.0,False,True,comprehensive,4569500.3
